;icao_code_hex;iata_type;first_flight_date;avg_duration
9;4A0833;B737-400;1992-09-09T22:00:00+00:00;87.95298245614035
13;4A09A1;B737-700;2002-12-19T23:00:00+00:00;153.5714285714286
14;4A09A2;B737-800;1998-12-13T23:00:00+00:00;115.162672476398
15;451E91;A319-100;2007-06-03T22:00:00+00:00;211.8620689655172
19;451D87;A320-200;2006-07-03T22:00:00+00:00;107.5067985166873
20;451DB0;A320-200;2007-04-05T22:00:00+00:00;132.5897435897436
21;A4003D;B727-100;;83.00829875518673
22;A407AB;B727-100;;73.97457627118644
31;1506A0;CL-600-2B19;;91.61224489795919
40;424540;CL-600-2B19;2000-02-29T23:00:00+00:00;47.5
47;14F10F;An-148;2011-10-03T22:00:00+00:00;42.65360824742268
48;14F111;An-148;2012-03-21T23:00:00+00:00;38.58279569892473
49;14F112;An-148;2012-09-10T22:00:00+00:00;53.93333333333333
53;4B19E8;F28 MK0100;1994-02-20T23:00:00+00:00;575.5
54;4B19EA;F28 MK0100;1993-05-31T22:00:00+00:00;589.3333333333334
55;4B19EB;F28 MK0100;1993-07-12T22:00:00+00:00;66.98357289527721
56;4B19EC;F28 MK0100;1993-09-28T23:00:00+00:00;72.1453488372093
57;4B19ED;F28 MK0100;1991-01-17T23:00:00+00:00;90.5
59;4B19F1;EMB190-100;2000-10-03T22:00:00+00:00;65.85516093229745
60;4B19F2;EMB190-100;2000-10-03T22:00:00+00:00;66.77937761263354
61;4B19F3;EMB190-100;2000-09-04T22:00:00+00:00;65.5167690127539
62;4B19F4;EMB190-100;2000-09-04T22:00:00+00:00;65.38634192932187
63;4B19F5;EMB190-100;2000-10-08T22:00:00+00:00;63.65610438024231
64;4B19F6;EMB190-100;2011-02-14T23:00:00+00:00;63.63859500634786
65;4B19F7;EMB190-100;;64.47577696526508
69;4AAF09;S340 B;1989-12-21T23:00:00+00:00;34.1445874337623
72;4AB153;S340 B;1990-10-10T23:00:00+00:00;27.23113854595336
98;C000D4;DHC-8-300;-0001-11-30T00:00:00+00:00;14.28571428571429
104;C01C63;DHC-8-300;;30.25
106;C03F69;DHC-8-300;;137.6726457399103
107;C0457F;B737-200;1979-09-17T22:00:00+00:00;33.68156424581006
109;C059CA;DHC-8-300;;113.5134328358209
111;C06461;B737-200;1978-03-28T23:00:00+00:00;43.42885375494071
116;76AA61;A320-200;2004-10-13T22:00:00+00:00;65.00928270042193
117;76AA62;A320-200;2005-01-04T23:00:00+00:00;71.92330603127327
119;76AA66;A320-200;2005-05-18T22:00:00+00:00;88.50187617260788
120;76AA68;A320-200;2005-11-06T23:00:00+00:00;94.0308734939759
121;76AA69;A320-200;2010-09-26T22:00:00+00:00;119.089722675367
122;76AA6A;A320-200;2010-11-22T23:00:00+00:00;117.4285714285714
123;76AA6B;A320-200;2011-06-28T22:00:00+00:00;131.0184563758389
124;76AA6C;A320-200;2011-07-11T22:00:00+00:00;122.8106617647059
125;76AA6D;A320-200;2011-10-04T22:00:00+00:00;122.9059205190592
126;76AA6E;A320-200;2011-10-30T23:00:00+00:00;134.9568345323741
127;76AA6F;A320-200;2012-09-24T22:00:00+00:00;131.2170138888889
128;76AA70;A320-200;2012-09-30T22:00:00+00:00;139.1178509532062
129;76AA71;A320-200;2012-11-15T23:00:00+00:00;136.3522935779816
130;76AA72;A320-200;2012-12-12T23:00:00+00:00;137.5476653696498
131;76AA73;A320-200;2013-01-20T23:00:00+00:00;147.4288372093023
132;76AA75;A320-200;2013-07-15T22:00:00+00:00;135.683858643744
133;76AA76;A320-200;2013-09-30T22:00:00+00:00;127.7810810810811
140;A32E35;S340 B;1997-05-21T22:00:00+00:00;44.625
144;A3998D;S340 B;1997-11-27T23:00:00+00:00;75.66666666666667
146;A3AC20;S340 B;1998-02-10T23:00:00+00:00;60.85714285714285
157;A413C1;S340 B;1998-04-07T22:00:00+00:00;54
158;A4DDA4;S340 B;1997-02-13T23:00:00+00:00;44.6
160;A4E8C9;S340 B;1997-04-02T22:00:00+00:00;51.5
161;A4F037;S340 B;1997-05-07T22:00:00+00:00;48.83333333333334
166;8962D1;A320-200;2010-11-30T23:00:00+00:00;89.131156930126
168;020108;A320-200;2011-01-13T23:00:00+00:00;127.2635264162953
169;02010D;A320-200;2012-05-01T22:00:00+00:00;129.3923884514436
170;020119;A320-200;2012-06-21T22:00:00+00:00;134.0522388059701
171;3C4581;B777-200;2009-04-22T22:00:00+00:00;364.9266304347826
172;3C4582;B777-200;2009-06-29T22:00:00+00:00;384.7
173;3C4583;B777-200;2009-12-06T23:00:00+00:00;371.5365168539326
174;3C4584;B777-200;2009-12-20T23:00:00+00:00;366.8753462603878
175;3C4585;B777-200;2010-05-19T22:00:00+00:00;368.4147018030513
176;3C4586;B777-200;2010-06-27T22:00:00+00:00;371.7886944818304
177;3C4587;B777-200;2010-09-14T22:00:00+00:00;368.3864864864865
178;3C4588;B777-200;2010-11-09T23:00:00+00:00;368.0609597924773
179;780C28;A320-200;2014-04-29T22:00:00+00:00;41
180;780C29;A320-200;2014-03-16T23:00:00+00:00;55.12813370473538
181;780C27;A320-200;2014-06-08T22:00:00+00:00;49.22625698324023
182;780C2C;A320-200;2014-05-22T22:00:00+00:00;41.86297376093295
183;780C2A;A320-200;2013-12-19T23:00:00+00:00;34.88505747126437
184;780C2B;A321-200;2014-06-04T22:00:00+00:00;68.27272727272727
185;780CED;A320-200;2014-06-22T22:00:00+00:00;41.26794258373206
186;780CEB;A321-200;2014-10-05T22:00:00+00:00;77.67811158798283
187;780CEC;A321-200;2014-10-13T22:00:00+00:00;85.90877192982457
188;780070;A319-100;2005-07-21T22:00:00+00:00;40.94634146341463
189;780071;A319-100;2005-11-02T23:00:00+00:00;59.34682080924856
190;780072;A319-100;2005-12-09T23:00:00+00:00;33.19827586206897
198;7809EF;A330-300;2013-03-11T23:00:00+00:00;334.3708439897698
199;780B69;A330-300;2013-07-01T22:00:00+00:00;356.0817941952507
200;780C2F;A330-300;2014-05-04T22:00:00+00:00;307.9012987012987
201;79803E;A319-100;2004-10-13T22:00:00+00:00;45.5919540229885
202;79803F;A319-100;2004-11-22T23:00:00+00:00;36.04864864864865
203;7803CC;A320-200;1998-10-18T22:00:00+00:00;42.68141592920354
204;780073;A319-100;2005-07-03T22:00:00+00:00;37.57894736842105
205;780374;A319-100;2005-01-30T23:00:00+00:00;95.4201680672269
206;780375;A319-100;2005-03-16T23:00:00+00:00;116.0479041916168
207;780096;A319-100;2007-04-26T22:00:00+00:00;39.93809523809524
208;7803F2;A319-100;2007-05-02T22:00:00+00:00;61.02830188679246
209;7803F3;A319-100;2007-05-09T22:00:00+00:00;59.02525252525253
210;78050F;A319-100;2008-10-09T22:00:00+00:00;44.39593908629442
211;7803E2;A320-200;2007-07-26T22:00:00+00:00;70.79285714285714
212;7803E3;A320-200;2007-05-15T22:00:00+00:00;44.35164835164835
213;7803E4;A320-200;2007-06-06T22:00:00+00:00;61.72110552763819
214;7803E5;A320-200;2007-07-04T22:00:00+00:00;65.62745098039215
215;780467;A320-200;2008-01-10T23:00:00+00:00;75.2330383480826
216;780468;A320-200;2008-03-04T23:00:00+00:00;44.85230769230769
217;7804D9;A321-200;2008-06-29T22:00:00+00:00;100.2341137123746
218;7805A1;A320-200;2009-05-14T22:00:00+00:00;58.97865853658536
219;7805B9;A319-100;2009-06-25T22:00:00+00:00;40.59375
220;7805D0;A319-100;2009-08-17T22:00:00+00:00;47.69060773480663
221;7807BE;A319-100;2011-07-10T22:00:00+00:00;43.29896907216495
222;7808F4;A319-100;2012-06-24T22:00:00+00:00;36.13551401869159
223;780952;A319-100;2012-09-04T22:00:00+00:00;49.25190839694657
224;7809EE;A319-100;2013-02-18T23:00:00+00:00;44.6046511627907
225;780B02;A319-100;2013-05-15T22:00:00+00:00;61.50282485875706
226;780B85;A319-100;2013-08-28T22:00:00+00:00;41.99363057324841
227;780B86;A319-100;2013-08-27T22:00:00+00:00;66.935
228;780B88;A319-100;2013-11-19T23:00:00+00:00;45.76344086021506
229;780C2D;A319-100;2014-03-23T23:00:00+00:00;60.92546583850932
230;780C2E;A319-100;2014-04-27T22:00:00+00:00;64.55932203389831
231;78068B;A330-200;2010-06-30T22:00:00+00:00;415.0933333333333
232;780623;A330-200;2010-01-11T23:00:00+00:00;363.7375415282392
233;7807BD;A330-200;2011-06-29T22:00:00+00:00;404.9223602484472
234;780510;A321-200;2008-12-01T23:00:00+00:00;64.77099236641222
235;78058A;A321-200;2009-04-22T22:00:00+00:00;76.91189427312776
236;7805BA;A321-200;2009-07-23T22:00:00+00:00;68.29694323144105
237;7805EA;A320-200;2009-10-01T22:00:00+00:00;55.13483146067416
238;780677;A320-200;2010-04-19T22:00:00+00:00;51.39890710382514
239;78067A;A320-200;2010-05-26T22:00:00+00:00;49.6243654822335
240;7806A9;A321-200;2010-08-15T22:00:00+00:00;67.33568904593639
241;7806AA;A320-200;2010-09-12T22:00:00+00:00;45.87239583333334
242;7806CA;A320-200;2010-10-21T22:00:00+00:00;45.14477211796247
243;780733;A320-200;2011-03-09T23:00:00+00:00;53.69767441860465
244;780734;A320-200;2011-02-21T23:00:00+00:00;72.43376623376624
245;780735;A320-200;2011-03-10T23:00:00+00:00;64.5625
246;78075D;A320-200;2011-05-02T22:00:00+00:00;39.55555555555556
247;78075E;A320-200;2011-04-27T22:00:00+00:00;73.73636363636363
248;7807B0;A321-200;2011-05-22T22:00:00+00:00;73.05787781350482
249;780809;A321-200;2011-08-17T22:00:00+00:00;72.17254901960784
250;78080B;A321-200;2011-09-09T22:00:00+00:00;81.90225563909775
251;78080A;A321-200;2011-08-21T22:00:00+00:00;72.85567010309278
252;78030F;A320-200;2011-10-31T23:00:00+00:00;64.67605633802818
253;780310;A321-200;2011-10-26T22:00:00+00:00;94.94551282051282
254;78092F;A321-200;2012-07-26T22:00:00+00:00;79.66666666666667
255;7808B8;A320-200;2012-03-21T23:00:00+00:00;40.63309352517986
256;7808B7;A321-200;2012-05-20T22:00:00+00:00;97.34383954154728
257;7808F3;A321-200;2012-06-05T22:00:00+00:00;80.05490196078432
258;780953;A320-200;2012-07-29T22:00:00+00:00;46.28052805280528
259;78095A;A320-200;2012-10-15T22:00:00+00:00;44.49729729729729
260;780959;A320-200;2012-10-29T23:00:00+00:00;28.74273858921162
261;780958;A321-200;2012-09-21T22:00:00+00:00;72.96036585365853
262;780B01;A321-200;2013-03-19T23:00:00+00:00;85.49271137026238
263;780B66;A320-200;2013-06-03T22:00:00+00:00;35.15501519756839
264;780B68;A321-200;2013-06-13T22:00:00+00:00;79.97278911564626
265;780B67;A321-200;2013-05-30T22:00:00+00:00;72.89655172413794
266;780B87;A321-200;2013-03-07T23:00:00+00:00;65.58695652173913
276;4407BA;B737-400;1992-02-11T23:00:00+00:00;104
277;4407CC;B737-400;1992-01-19T23:00:00+00:00;83.74547983310153
278;4407E8;B737-400;1992-06-24T22:00:00+00:00;72.70731707317073
279;440575;B737-400;1998-07-21T22:00:00+00:00;79.05714285714286
280;440588;B737-400;1998-10-18T22:00:00+00:00;81.29062087186261
281;4405A3;B737-400;1998-10-21T22:00:00+00:00;73.53547523427042
283;4405A8;B737-400;1999-01-07T23:00:00+00:00;78.66618705035971
286;4407B9;B757-200;1990-09-10T22:00:00+00:00;51.4367088607595
287;44D0C1;B757-200;1993-02-23T23:00:00+00:00;439
288;44D101;B747-400;2006-12-08T23:00:00+00:00;390.5890410958904
289;44D102;B747-400;2007-05-09T22:00:00+00:00;370.3216783216783
292;44D1CF;B737-400;1996-11-21T23:00:00+00:00;72.22527472527473
294;44D1D1;B737-400;1998-07-09T22:00:00+00:00;78.36440677966101
300;E8042C;A320-200;2011-12-02T23:00:00+00:00;84.07673860911271
302;151D28;B737-200;2000-09-14T22:00:00+00:00;132.4777070063694
303;151D2C;B737-700;2000-12-04T23:00:00+00:00;140.2476190476191
308;155BBA;SSJ 100;2013-08-08T22:00:00+00:00;97.87553648068669
309;155BBB;SSJ 100;2013-12-12T23:00:00+00:00;120.859649122807
310;155BBC;SSJ 100;2013-12-08T23:00:00+00:00;105.6300366300366
311;155BC7;SSJ 100;2014-06-22T22:00:00+00:00;109.9753521126761
312;155BD8;SSJ 100;2014-09-29T22:00:00+00:00;102.4961538461538
314;515309;B737-800;2008-12-12T23:00:00+00:00;205.5437788018433
315;515313;B737-800;2008-02-03T23:00:00+00:00;196.7031900138696
328;E03111;B767-300;2006-11-07T23:00:00+00:00;523
329;E03196;B767-300;2006-06-15T22:00:00+00:00;272.0927835051546
332;C00154;B737-400;1992-06-11T22:00:00+00:00;28.12377850162866
333;C00158;B737-500;1992-10-29T23:00:00+00:00;65.95344827586207
334;C04602;B737-500;1993-08-15T22:00:00+00:00;47.66911764705883
335;C04604;B737-500;1993-01-24T23:00:00+00:00;26.51267605633803
336;C0460F;B737-500;1992-10-22T23:00:00+00:00;23.64601769911505
352;3C4DCC;CL-600-2D24;2010-02-07T23:00:00+00:00;48.1345165810369
355;3C4DD6;CL-600-2D24;;51.17927170868347
356;3C5EE1;A319-100;2006-06-20T22:00:00+00:00;85.06172839506173
357;3C5EE2;A319-100;2006-07-06T22:00:00+00:00;69.22088772845953
358;3C5EE3;A319-100;2006-12-05T23:00:00+00:00;69.96521287642783
359;3C5EE4;A319-100;2007-01-11T23:00:00+00:00;71.00759219088937
360;3C5EE5;A319-100;2007-05-10T22:00:00+00:00;68.95992274263641
361;3C5EE6;A319-100;2007-06-05T22:00:00+00:00;70.45650999459751
362;3C5EE7;A319-100;2007-06-28T22:00:00+00:00;70.45073612684031
363;3C5EE8;A319-100;2007-12-16T23:00:00+00:00;73.15574263379435
364;3C5EE9;A319-100;2008-01-03T23:00:00+00:00;78.13060951105157
365;3C5EEA;A319-100;2008-01-31T23:00:00+00:00;74.14128642111051
366;3C5EEB;A319-100;2008-04-14T22:00:00+00:00;69.86280487804878
367;3C5EEC;A319-100;2008-05-20T22:00:00+00:00;71.92339760291819
368;3C5EED;A319-100;2009-03-09T23:00:00+00:00;71.93001007049345
369;3C5EEE;A319-100;2009-03-10T23:00:00+00:00;69.25121241513094
370;3C5EEF;A319-100;2010-01-12T23:00:00+00:00;70.29251700680273
376;3C5EF5;A319-100;2013-01-27T23:00:00+00:00;69.25263686589653
377;3C5EF6;A319-100;2013-02-04T23:00:00+00:00;70.98391959798995
379;3C5EF8;A319-100;2013-04-12T22:00:00+00:00;69.80911528150133
380;3C5EF9;A319-100;2014-01-13T23:00:00+00:00;72.12165705296277
381;3C5EFA;A319-100;2014-01-26T23:00:00+00:00;73.15000000000001
382;3C6614;A320-200;1990-07-17T22:00:00+00:00;77.86514522821577
384;3C6617;A320-200;1990-10-18T23:00:00+00:00;79.85800240673886
385;3C6619;A320-200;1991-01-21T23:00:00+00:00;81.62541254125412
386;3C661A;A320-200;1991-01-13T23:00:00+00:00;80.99348341232228
389;3C6624;A320-200;1991-04-10T22:00:00+00:00;75.95896103896104
391;3C6626;A320-200;1991-05-28T22:00:00+00:00;76.81246393537219
392;3C6628;A320-200;1991-05-29T22:00:00+00:00;75.44890510948905
393;3C662B;A320-200;1991-06-03T22:00:00+00:00;83.59365781710915
394;3C662C;A320-200;1991-10-29T23:00:00+00:00;81.51238670694865
395;3C662D;A320-200;1991-11-03T23:00:00+00:00;80.59355246523388
396;3C662E;A320-200;1991-11-04T23:00:00+00:00;73.44281729428172
399;3C6633;A320-200;1993-01-10T23:00:00+00:00;82.54150702426564
400;3C6751;A320-200;2013-02-25T23:00:00+00:00;78.41194179628701
401;3C6752;A320-200;2013-03-17T23:00:00+00:00;81.05238095238096
402;3C6753;A320-200;2013-04-08T22:00:00+00:00;80.53233830845771
403;3C6754;A320-200;2013-05-13T22:00:00+00:00;79.14952153110048
404;3C6755;A320-200;2013-05-23T22:00:00+00:00;81.12115127175367
405;3C6DC6;A319-100;1997-01-05T23:00:00+00:00;67.02720450281426
406;3C6DC7;A319-100;1997-02-18T23:00:00+00:00;78.2506157635468
407;3C6DC8;A319-100;1998-02-25T23:00:00+00:00;65.68773466833542
408;3C6DC9;A319-100;1999-04-21T22:00:00+00:00;66.08285946385053
409;3C6DCA;A319-100;2000-02-06T23:00:00+00:00;67.18526663001649
410;3C6DCB;A319-100;1999-08-09T22:00:00+00:00;63.97703349282297
411;3C6DCC;A319-100;1999-08-26T22:00:00+00:00;61.32072923700203
412;3C6DCD;A319-100;1999-09-03T22:00:00+00:00;63.59808612440192
413;3C6DCE;A319-100;1999-11-24T23:00:00+00:00;67.52798708288482
414;3C6DCF;A319-100;1999-11-25T23:00:00+00:00;65.01971572673085
415;3C6DD0;A319-100;1999-12-22T23:00:00+00:00;69.18190386427898
416;3C6DD1;A319-100;2000-02-01T23:00:00+00:00;79.04585798816568
417;3C6DD2;A319-100;2000-03-22T23:00:00+00:00;70.95495495495496
418;3C6DD3;A319-100;2000-06-29T22:00:00+00:00;66.51877816725087
419;3C6DD4;A319-100;2005-11-01T23:00:00+00:00;69.03204780010864
420;3C6DD5;A319-100;2005-11-15T23:00:00+00:00;63.3692636072572
421;3C6DD6;A319-100;2005-11-29T23:00:00+00:00;70.16856987493203
423;0081FC;ARJ85;1997-09-12T22:00:00+00:00;27.29596412556054
438;00B099;ERJ135;2000-01-03T23:00:00+00:00;54.25338491295938
445;00B175;ARJ85;2001-04-23T22:00:00+00:00;24.64
446;00B176;ARJ85;2001-06-10T22:00:00+00:00;20.80851063829787
452;00B217;ARJ85;2002-04-25T22:00:00+00:00;30.92335766423358
453;00B218;ARJ85;2002-03-21T23:00:00+00:00;51.875
456;0D0380;EMB190-100;2000-07-09T22:00:00+00:00;77.30790960451978
457;0D0689;EMB190-100;;77.15011037527594
458;0D06A7;EMB190-100;;63.18340611353712
460;0D06C1;EMB190-100;;80.08870967741936
461;0D06D3;EMB190-100;;79.53995680345572
462;0D06DE;S340 B;;86.08539325842696
463;0D06E5;EMB190-100;;71.82788671023965
464;0D06F6;EMB190-100;;77.35491071428571
467;0D06FD;EMB190-100;;85.06652360515021
468;0D0703;EMB190-100;;84.27078384798099
471;0D090A;EMB170-100;2000-04-02T22:00:00+00:00;27.2
473;0D0381;EMB190-100;2000-07-10T22:00:00+00:00;68.41463414634147
475;0D03F3;EMB190-100;2000-07-11T22:00:00+00:00;103.5017301038062
477;0D0648;EMB190-100;;100.6170212765958
478;0D03F4;EMB190-100;2000-07-31T22:00:00+00:00;88.80555555555556
480;0D04AE;EMB190-100;2000-08-11T22:00:00+00:00;36.95833333333334
482;0D07BC;EMB190-100;;64.457805907173
483;0D0810;EMB190-100;2000-08-05T22:00:00+00:00;84.78909952606635
484;0D083B;EMB190-100;2000-08-09T22:00:00+00:00;57.2
487;0D085A;EMB170-100;2000-06-08T22:00:00+00:00;28.22522522522523
488;0D0890;EMB190-100;2000-08-06T22:00:00+00:00;73.44074844074844
489;0D08B1;EMB190-100;2000-08-08T22:00:00+00:00;74.06516853932584
490;0D08E1;EMB170-100;2000-06-02T22:00:00+00:00;19.12941176470588
491;0D08E2;EMB170-100;2000-06-02T22:00:00+00:00;57
493;0D0657;EMB190-100;;75.90000000000001
494;0D04AF;EMB190-100;2000-08-11T22:00:00+00:00;78.65714285714286
495;0D04DF;EMB190-100;2000-09-01T22:00:00+00:00;99.78048780487805
498;0D05E4;B737-200;;73.51168831168832
501;0D077B;EMB170-100;2000-06-06T22:00:00+00:00;57
513;C0272A;CL-600-2B19;-0001-11-30T00:00:00+00:00;114.2857142857143
523;758270;A320-200;2012-02-12T23:00:00+00:00;52.41511562323745
524;758272;A320-200;2012-03-05T23:00:00+00:00;41.39259645464025
525;75806F;A320-200;2006-12-11T23:00:00+00:00;72.66666666666667
526;758070;A320-200;2007-02-06T23:00:00+00:00;25.40243902439024
527;7580C5;A320-200;2009-01-11T23:00:00+00:00;35.57906976744186
528;7580C6;A320-200;2009-01-14T23:00:00+00:00;44.40767172167708
529;758109;A320-200;2010-09-27T22:00:00+00:00;44.316621253406
530;75816D;A320-200;2010-11-14T23:00:00+00:00;45.48467230443975
531;75816E;A320-200;2010-12-08T23:00:00+00:00;43.71238938053097
532;758225;A320-200;2011-09-22T22:00:00+00:00;47.27494692144374
533;758226;A320-200;2011-10-18T22:00:00+00:00;32.75842339478703
534;758227;A320-200;2011-09-28T22:00:00+00:00;45.54223864836325
535;758229;A320-200;2012-01-11T23:00:00+00:00;48.74447174447175
536;75829E;A320-200;2012-11-12T23:00:00+00:00;43.3671875
537;7582B3;A320-200;2012-12-19T23:00:00+00:00;48.46807387862797
538;7582B4;A320-200;2013-02-22T23:00:00+00:00;40.43981945837513
539;7582E6;A320-200;2013-06-17T22:00:00+00:00;54.85
540;7582E7;A320-200;2013-06-30T22:00:00+00:00;47.47700831024931
541;758322;A320-200;2013-12-16T23:00:00+00:00;43.68113522537563
542;758323;A320-200;2014-01-02T23:00:00+00:00;47.14488935721813
543;758324;A320-200;2014-02-20T23:00:00+00:00;63.79775280898876
544;758325;A320-200;2014-03-25T23:00:00+00:00;56.85697399527186
545;7582E3;A330-300;2013-05-14T22:00:00+00:00;189.2966934763182
546;7582E4;A330-300;2013-07-29T22:00:00+00:00;156.484555984556
547;758328;A330-300;2014-01-29T23:00:00+00:00;202.8709677419355
548;758329;A330-300;2014-04-17T22:00:00+00:00;179.6996996996997
549;75832A;A330-300;2014-07-16T22:00:00+00:00;184.2854743912679
550;7583A1;A320-200;2014-10-08T22:00:00+00:00;61.15604128718883
551;7583A2;A320-200;2014-10-15T22:00:00+00:00;48.59379926431949
552;7583A4;A320-200;2015-01-05T23:00:00+00:00;48.33891625615764
553;7583A5;A320-200;2015-01-14T23:00:00+00:00;61.85482903419316
556;7580BF;ATR72-500;2008-09-04T22:00:00+00:00;57.34567901234568
565;495230;A330-200;1998-03-26T23:00:00+00:00;328.3474178403756
566;495237;A330-200;1999-02-08T23:00:00+00:00;371.9206349206349
567;495239;A340-300;1997-09-16T22:00:00+00:00;399.2727272727273
568;49523A;A340-300;1997-11-17T23:00:00+00:00;288.8433734939759
570;49524A;A321-200;1999-04-11T22:00:00+00:00;134.2070484581498
572;3922E1;B737-300;1990-11-13T23:00:00+00:00;59.09633027522936
573;3922E2;B737-300;1991-04-30T22:00:00+00:00;58.97429906542056
575;3922ED;B737-400;1992-01-11T23:00:00+00:00;68.71273291925466
576;3922F2;B737-300;1994-05-11T22:00:00+00:00;66.45209580838323
577;3922F3;B737-300;1997-07-07T22:00:00+00:00;89.06022584692597
581;396663;B737-700;2003-03-13T23:00:00+00:00;129.9739921976593
584;396668;B737-400;1991-04-04T22:00:00+00:00;85.34058759521218
585;396669;B737-400;1992-02-20T23:00:00+00:00;59.80742913000977
587;C0101A;B737-300;1999-01-29T23:00:00+00:00;44.00471698113208
589;C04B4D;B737-300;1998-07-15T22:00:00+00:00;20
591;C04B57;B737-300;1998-03-14T23:00:00+00:00;28.76923076923077
593;C04B59;B737-300;1998-01-14T23:00:00+00:00;28.33333333333333
594;C04B5C;B737-300;1997-09-27T22:00:00+00:00;35.42857142857143
595;C04E1B;B737-200;1980-04-01T23:00:00+00:00;36
597;C05A0A;B737-300;1998-06-15T22:00:00+00:00;22.33333333333333
598;C05F54;B737-200;1982-09-22T22:00:00+00:00;114.9074074074074
600;C06B3D;B737-200;1980-08-04T22:00:00+00:00;37
604;C075CD;B737-200;1981-10-27T23:00:00+00:00;39.77
611;A9DCE8;DC-9-82;1987-10-10T23:00:00+00:00;56
615;ACF873;DC-9-30;;67
617;A05582;A300-600F;2000-02-18T23:00:00+00:00;97.43023255813954
618;A05939;A300-600F;2000-05-05T22:00:00+00:00;100.8065395095368
619;A05CF0;A300-600F;2000-06-18T22:00:00+00:00;97.53178294573644
620;A0645E;A300-600F;2000-07-19T22:00:00+00:00;96.86301369863014
621;A06815;A300-600F;2000-08-29T22:00:00+00:00;101.37955346651
622;A06BCC;A300-600F;2000-10-04T22:00:00+00:00;102.9607843137255
623;A06F83;A300-600F;2000-10-24T22:00:00+00:00;99.94965034965035
624;A0733A;A300-600F;2000-12-19T23:00:00+00:00;96.19364599092285
625;A076F1;A300-600F;2001-01-17T23:00:00+00:00;103.4924346629986
626;A07D01;A300-600F;2001-02-14T23:00:00+00:00;104.7937888198758
627;A080B8;A300-600F;2001-03-14T23:00:00+00:00;103.8625
628;A08826;A300-600F;2001-04-05T22:00:00+00:00;99.95833333333333
629;A08BDD;A300-600F;2001-04-25T22:00:00+00:00;101.2991803278689
630;A08F94;A300-600F;2001-05-29T22:00:00+00:00;101.012
631;A0934B;A300-600F;2001-06-18T22:00:00+00:00;94.01796407185628
632;A09702;A300-600F;2001-07-08T22:00:00+00:00;101.5492021276596
633;A09AB9;A300-600F;2001-07-19T22:00:00+00:00;100.4451371571072
634;A09E70;A300-600F;2001-09-29T22:00:00+00:00;101.359900373599
635;A0A480;A300-600F;2001-10-15T22:00:00+00:00;96.16604708798017
636;A0A837;A300-600F;2001-11-07T23:00:00+00:00;99.13212795549374
637;A0ABEE;A300-600F;2001-11-29T23:00:00+00:00;102.7905236907731
638;A0AFA5;A300-600F;2002-01-16T23:00:00+00:00;104.1966292134831
639;A0B35C;A300-600F;2002-02-13T23:00:00+00:00;102.6574965612105
640;A0B713;A300-600F;2002-03-12T23:00:00+00:00;98.08897243107769
641;A0BACA;A300-600F;2002-08-08T22:00:00+00:00;106.6547770700637
642;A0BE81;A300-600F;2002-10-16T22:00:00+00:00;101.4209183673469
643;A0C238;A300-600F;2002-12-12T23:00:00+00:00;107.2226666666667
644;A0C5EF;A300-600F;2002-12-19T23:00:00+00:00;100.1063569682152
645;A0CBFF;A300-600F;2003-02-12T23:00:00+00:00;104.2876712328767
646;A0CFB6;A300-600F;2003-04-10T22:00:00+00:00;98.3880407124682
647;A0D36D;A300-600F;2003-04-06T22:00:00+00:00;104.5749039692702
648;A0D724;A300-600F;2003-05-27T22:00:00+00:00;99.35376756066411
649;A0DADB;A300-600F;2003-07-14T22:00:00+00:00;107.1494845360825
650;A0E249;A300-600F;2003-11-30T23:00:00+00:00;98.12448700410397
651;A0E600;A300-600F;2004-02-18T23:00:00+00:00;93.9068493150685
652;A0E9B7;A300-600F;2004-01-21T23:00:00+00:00;96.40922619047619
653;A0ED6E;A300-600F;2004-04-06T22:00:00+00:00;94.93966817496229
654;A0F37E;A300-600F;2004-06-01T22:00:00+00:00;94.81241565452092
655;A0F735;A300-600F;2004-03-17T23:00:00+00:00;100.1940104166667
656;A0FAEC;A300-600F;2004-11-24T23:00:00+00:00;99.01978691019787
657;A0FEA3;A300-600F;2004-12-22T23:00:00+00:00;97.32106038291606
658;A1025A;A300-600F;2005-01-19T23:00:00+00:00;92.36769230769231
659;A10611;A300-600F;2005-03-02T23:00:00+00:00;100.7892561983471
660;A109C8;A300-600F;2005-04-05T22:00:00+00:00;96.53342816500711
661;A10D7F;A300-600F;2005-05-31T22:00:00+00:00;96.19712230215828
662;A11136;A300-600F;2005-06-29T22:00:00+00:00;94.83426183844011
663;A114ED;A300-600F;2005-09-20T22:00:00+00:00;96.3700495049505
664;A11AFD;A300-600F;2005-11-28T23:00:00+00:00;100.6451612903226
665;A11EB4;A300-600F;2005-11-09T23:00:00+00:00;95.15521327014218
666;A1226B;A300-600F;2006-01-04T23:00:00+00:00;104.038961038961
667;A12622;A300-600F;2006-02-13T23:00:00+00:00;111.811320754717
668;A129D9;A300-600F;2006-06-04T22:00:00+00:00;99.66348773841962
669;A2594E;MD-11;1995-12-16T23:00:00+00:00;146.42287694974
670;A25D05;MD-11;-0001-11-30T00:00:00+00:00;133.7783333333333
671;A260BC;MD-11;1996-06-07T22:00:00+00:00;166.9944649446495
672;A26473;MD-11;1993-11-03T23:00:00+00:00;136.451282051282
673;A2682A;MD-11;1993-10-22T23:00:00+00:00;146.8260869565217
