;icao_code_hex;iata_type;first_flight_date;avg_duration
2122;ACA594;B737-800;1999-06-30T22:00:00+00:00;119.742951907131
2123;ACA6C0;B737-800;2013-01-09T23:00:00+00:00;125.1209439528024
2124;ACA94B;B737-800;1999-07-08T22:00:00+00:00;120.8282662284306
2125;ACAA77;B737-800;2013-01-13T23:00:00+00:00;126.1838461538461
2126;ACAD02;B737-800;1999-07-22T22:00:00+00:00;123.5280804694049
2127;ACAE2E;B737-800;2013-01-23T23:00:00+00:00;123.4107850911975
2128;ACAEC8;A321-200;2014-12-21T23:00:00+00:00;144.4229440221147
2129;ACB0B9;B737-800;1999-08-08T22:00:00+00:00;118.2241379310345
2130;ACB1E5;B737-800;2013-01-28T23:00:00+00:00;123.6756316218419
2131;ACB285;A321-200;2015-01-07T23:00:00+00:00;146.8860946745562
2132;ACB470;B737-800;1999-08-16T22:00:00+00:00;107.6845878136201
2133;ACB59C;B737-800;2013-02-05T23:00:00+00:00;121.522433460076
2134;ACB636;A321-200;2015-01-21T23:00:00+00:00;144.8598820058997
2135;ACB827;B737-800;1999-08-30T22:00:00+00:00;118.2237903225806
2136;ACB953;B737-800;2013-02-13T23:00:00+00:00;120.1941362916006
2137;ACBE37;B737-800;1999-09-20T22:00:00+00:00;116.9696727853152
2138;ACBF63;B737-800;2013-02-21T23:00:00+00:00;125.0008
2139;ACC1EE;B737-800;1999-09-26T22:00:00+00:00;125.9656274980016
2140;ACC31A;B737-800;2013-03-10T23:00:00+00:00;117.9947722180732
2141;ACC5A5;B737-800;1999-10-26T22:00:00+00:00;122.7733071638862
2142;ACC6D1;B737-800;2013-03-18T23:00:00+00:00;126.0889063729347
2143;ACC95C;B737-800;1999-10-26T22:00:00+00:00;118.9913569576491
2144;ACCA88;B737-800;2013-03-26T23:00:00+00:00;122.24921875
2145;ACCD13;B737-800;1999-11-30T23:00:00+00:00;100.5833333333333
2146;ACCE3F;B737-800;2013-04-18T22:00:00+00:00;124.7551020408163
2147;ACD0CA;B737-800;1999-12-06T23:00:00+00:00;118.4229848363927
2148;ACD1F6;B737-800;2013-04-21T22:00:00+00:00;121.8429541595925
2149;ACD481;B737-800;1999-12-22T23:00:00+00:00;124.1194805194805
2150;ACD5AD;B737-800;2013-04-25T22:00:00+00:00;119.314371257485
2151;ACD838;B737-800;2000-01-12T23:00:00+00:00;96.3225806451613
2152;ACD964;B737-800;2013-05-02T22:00:00+00:00;124.4546899841017
2153;ACDBEF;B737-800;2000-01-24T23:00:00+00:00;95.61897106109325
2154;ACDD1B;B737-800;2013-05-16T22:00:00+00:00;121.2028301886792
2155;ACDFA6;B737-800;2000-02-14T23:00:00+00:00;120.8058637083994
2156;ACE0D2;B737-800;2013-05-29T22:00:00+00:00;126.2208
2157;ACE81D;A319-100;2013-07-18T22:00:00+00:00;94.60786290322581
2158;ACE5B6;B737-800;2000-02-29T23:00:00+00:00;120.0054221533695
2159;ACE6E2;B737-800;2013-06-10T22:00:00+00:00;124.4853310980721
2160;ACE96D;B737-800;2000-03-06T23:00:00+00:00;123.1156405990017
2161;ACEA99;B737-800;2013-06-23T22:00:00+00:00;121.0603715170279
2162;ACED24;B737-800;2000-03-29T22:00:00+00:00;122.6931174089069
2163;ACEE50;B737-800;2013-06-26T22:00:00+00:00;121.2453740949316
2164;ACF0DB;B737-800;2000-04-19T22:00:00+00:00;119.4716981132076
2165;ACF207;B737-800;2013-07-08T22:00:00+00:00;121.7060240963855
2166;ACF492;B737-800;2000-05-02T22:00:00+00:00;120.1583463338534
2167;ACF5BE;B737-800;2013-07-25T22:00:00+00:00;121.8541996830428
2168;ACF849;B737-800;2000-05-02T22:00:00+00:00;117.024087024087
2169;ACF975;B737-800;2013-07-27T22:00:00+00:00;125.3180327868852
2171;ACFC00;B737-800;2000-05-25T22:00:00+00:00;118.0425055928412
2172;ACFD2C;B737-800;2013-08-10T22:00:00+00:00;123.5573491928632
2174;ACFFB7;B737-800;2000-06-08T22:00:00+00:00;120.1090909090909
2175;AD00E3;B737-800;2013-08-21T22:00:00+00:00;117.1587837837838
2177;AD036E;B737-800;2000-07-11T22:00:00+00:00;122.1655948553055
2178;AD049A;B737-800;2013-08-29T22:00:00+00:00;123.6483233018057
2179;AD0538;B757-200;1994-10-16T23:00:00+00:00;129.6303418803419
2180;AD0725;B737-800;2000-07-13T22:00:00+00:00;123.3640625
2181;AD0851;B737-800;2013-09-17T22:00:00+00:00;132.6802943581357
2182;AD08EF;B757-200;1994-10-30T23:00:00+00:00;127.5068912710567
2190;AD0D35;B737-800;2000-07-18T22:00:00+00:00;119.6386488609584
2191;AD0E61;B737-800;2013-10-07T22:00:00+00:00;138.8370118845501
2193;AD10EC;B737-800;2000-07-27T22:00:00+00:00;122.7605633802817
2194;AD1218;B737-800;2013-10-27T23:00:00+00:00;134.6988047808765
2196;AD14A3;B737-800;2000-07-25T22:00:00+00:00;121.781679389313
2197;AD15CF;B737-800;2013-11-03T23:00:00+00:00;136.3654001616815
2199;AD185A;B737-800;2000-08-13T22:00:00+00:00;119.4373996789727
2200;AD1986;B737-800;2013-12-03T23:00:00+00:00;138.0669724770642
2201;AD1C11;B737-800;2000-08-23T22:00:00+00:00;124.2183817753339
2202;AD1D3D;B737-800;2013-12-15T23:00:00+00:00;130.2023529411765
2203;AD1DDB;EMB190-100;2000-06-10T22:00:00+00:00;64.08437067773167
2204;AD1FC8;B737-800;2000-08-28T22:00:00+00:00;118.1112107623318
2205;AD20F4;B737-800;2014-01-13T23:00:00+00:00;129.0313531353135
2206;AD2192;EMB190-100;2000-06-11T22:00:00+00:00;59.5
2207;AD237F;B737-800;2000-09-06T22:00:00+00:00;123.7533333333333
2208;AD24AB;B737-800;2014-01-20T23:00:00+00:00;130.2180016515277
2209;AD2549;EMB190-100;2000-07-02T22:00:00+00:00;72.79381443298969
2210;AD2736;B737-800;2000-09-27T22:00:00+00:00;124.7411290322581
2211;AD2862;B737-800;2014-02-17T23:00:00+00:00;124.9138719512195
2212;AD2900;EMB190-100;2000-07-03T22:00:00+00:00;63.83301343570058
2213;AD2AED;B737-800;2000-10-05T22:00:00+00:00;126.9792358803987
2214;AD2C19;B737-800;2014-03-05T23:00:00+00:00;130.3532979529947
2215;AD2CB7;EMB190-100;2000-07-05T22:00:00+00:00;60.90671217292378
2216;AD2EA4;B737-800;2000-10-29T23:00:00+00:00;122.1865168539326
2217;AD2FD0;B737-800;2014-04-02T22:00:00+00:00;130.502962962963
2218;AD306E;EMB190-100;2000-07-07T22:00:00+00:00;68.93055555555556
2219;AD34B4;B737-800;2000-11-07T23:00:00+00:00;119.2546036829464
2220;AD35E0;B737-800;2014-04-17T22:00:00+00:00;133.5379892555641
2221;AD367E;EMB190-100;2000-07-08T22:00:00+00:00;65.05365853658536
2222;AD385F;B737-800;2000-11-30T23:00:00+00:00;119.4053435114504
2223;AD3997;B737-800;2014-05-07T22:00:00+00:00;129.1544401544402
2224;AD3A35;EMB190-100;2000-07-08T22:00:00+00:00;76.62962962962963
2225;AD3C16;B737-800;2000-12-10T23:00:00+00:00;121.8150197628458
2226;AD3D4E;B737-800;2014-05-29T22:00:00+00:00;130.9111969111969
2228;AD3FD9;B737-800;2001-01-04T23:00:00+00:00;124.9196062346185
2229;AD4105;B737-800;2014-05-16T22:00:00+00:00;130.0595874713522
2231;AD4390;B737-800;2001-01-09T23:00:00+00:00;121.6373134328358
2232;AD44BC;B737-800;2014-06-19T22:00:00+00:00;131.3515625
2235;AD4747;B737-800;2001-01-30T23:00:00+00:00;120.890625
2236;AD4873;B737-800;2014-11-20T23:00:00+00:00;134.3254211332312
2238;AD4911;EMB190-100;2000-08-01T22:00:00+00:00;69.53125
2239;AD4AFE;B737-800;2001-01-31T23:00:00+00:00;118.7085235920852
2240;AD4C2A;B737-800;2014-07-22T22:00:00+00:00;132.0608214849921
2241;AD4CC8;EMB190-100;2000-08-02T22:00:00+00:00;65.89129011132941
2242;AD4EB5;B737-800;2001-02-25T23:00:00+00:00;123.6810007818608
2243;AD4FE1;B737-800;2014-08-27T22:00:00+00:00;124.351598173516
2244;AD507F;EMB190-100;2000-08-02T22:00:00+00:00;72.38167938931298
2245;AD526C;B737-800;2001-03-13T23:00:00+00:00;131.3737288135593
2246;AD5398;B737-800;2014-09-25T22:00:00+00:00;127.2656603773585
2247;AD5436;EMB190-100;2000-08-02T22:00:00+00:00;61.93895155938952
2248;AD5623;B737-800;2001-03-15T23:00:00+00:00;125.6099912357581
2249;AD574F;B737-800;2014-10-13T22:00:00+00:00;135.2898193760263
2250;AD57ED;EMB190-100;2000-08-03T22:00:00+00:00;65.28009535160906
2251;AD5C33;B737-800;2001-04-05T22:00:00+00:00;120.4811676082863
2252;AD5D5F;B737-800;2014-10-22T22:00:00+00:00;132.8569118835893
2253;AD62F9;DC-9-83;1997-07-11T22:00:00+00:00;18.32352941176471
2254;AD630E;DC-9-83;1997-07-03T22:00:00+00:00;18.02173913043478
2255;AD633A;DC-9-83;1997-09-05T22:00:00+00:00;21.86363636363636
2256;AD634E;DC-9-83;1997-10-01T22:00:00+00:00;17.03921568627451
2257;AD6384;DC-9-83;1997-11-15T23:00:00+00:00;19.17142857142857
2258;AD5FEA;B737-800;2001-04-08T22:00:00+00:00;115.0268065268065
2259;AD6116;B737-800;2014-11-04T23:00:00+00:00;126.4256329113924
2260;AD619B;DC-9-83;1999-04-26T22:00:00+00:00;22.67441860465116
2261;AD61B4;EMB190-100;2000-08-05T22:00:00+00:00;65.86714801444043
2262;AD65F0;DC-9-83;1997-10-25T22:00:00+00:00;18.57142857142857
2263;AD6610;DC-9-83;1998-06-12T22:00:00+00:00;18.47619047619047
2265;AD668A;DC-9-83;1998-09-03T22:00:00+00:00;17.88888888888889
2267;AD66C4;DC-9-83;1998-11-13T23:00:00+00:00;18.0377358490566
2268;AD6719;DC-9-83;1999-01-09T23:00:00+00:00;18
2269;AD672F;DC-9-83;1999-01-24T23:00:00+00:00;16.60869565217391
2270;AD63A1;B737-800;2001-04-12T22:00:00+00:00;109.5701311806256
2271;AD64CD;B737-800;2014-11-16T23:00:00+00:00;129.6881889763779
2273;AD69A4;DC-9-83;1997-04-19T22:00:00+00:00;19.26315789473684
2274;AD6758;B737-800;2001-04-24T22:00:00+00:00;107.2023346303502
2275;AD6884;B737-800;2014-12-04T23:00:00+00:00;126.6738962044926
2276;AD6909;DC-9-83;1999-05-06T22:00:00+00:00;18.05
2277;AD6922;EMB190-100;2000-08-06T22:00:00+00:00;62.69306049822064
2278;AD6B0F;B737-800;2001-04-29T22:00:00+00:00;123.0794392523364
2279;AD6C3B;B737-800;2014-12-17T23:00:00+00:00;129.1683958499601
2280;AD6CC0;DC-9-83;1999-05-27T22:00:00+00:00;18.93548387096774
2281;AD6EC6;B737-800;2001-05-22T22:00:00+00:00;115.3610354223433
2282;AD6FF2;B737-800;2015-01-15T23:00:00+00:00;129.761285386381
2283;AD7077;DC-9-83;1999-06-08T22:00:00+00:00;18.57142857142857
2285;AD727D;B737-800;2001-05-30T22:00:00+00:00;111.7840579710145
2286;AD73A9;B737-800;2015-02-12T23:00:00+00:00;133.336902800659
2287;AD742E;DC-9-83;1999-06-18T22:00:00+00:00;17.09090909090909
2288;AD7989;DC-9-83;1999-10-18T22:00:00+00:00;19.40425531914894
2289;AD7634;B737-800;2001-06-24T22:00:00+00:00;101.7937384898711
2290;AD7760;B737-800;2015-02-17T23:00:00+00:00;129.4191176470588
2292;AD77FE;EMB190-100;2000-08-08T22:00:00+00:00;65.5186230248307
2293;AD7C5B;DC-9-83;1999-11-17T23:00:00+00:00;17.6
2294;AD79EB;B737-800;2001-06-28T22:00:00+00:00;102.7019230769231
2295;AD7B17;B737-800;2015-03-19T23:00:00+00:00;134.5043069694597
2296;AD7B9C;DC-9-83;1999-07-08T22:00:00+00:00;17.78571428571428
2297;AD7DA2;B737-800;2001-07-30T22:00:00+00:00;121.9835212489159
2298;AD7ECE;B737-800;2015-03-30T22:00:00+00:00;137.4569640062598
2299;AD7F53;DC-9-83;1999-07-15T22:00:00+00:00;22.875
2300;AD83B2;B737-800;2001-08-02T22:00:00+00:00;97.60801393728222
2301;AD84DE;B737-800;2015-04-21T22:00:00+00:00;130.0007490636704
2302;AD8563;DC-9-83;1999-07-31T22:00:00+00:00;18.84615384615385
2303;AD8769;B737-800;2001-08-27T22:00:00+00:00;94.95499021526419
2304;AD8895;B737-800;2015-05-04T22:00:00+00:00;131.3243039879609
2305;AD891A;DC-9-83;1999-08-08T22:00:00+00:00;17.30769230769231
2306;AD8935;A321-200;2014-08-07T22:00:00+00:00;149.1348148148148
2307;AD8B20;B737-800;2001-08-27T22:00:00+00:00;91.70454545454545
2308;AD8C4C;B737-800;2015-06-02T22:00:00+00:00;133.6338259441708
2310;AD8ED7;B737-800;2001-10-01T22:00:00+00:00;97.11521739130434
2311;AD9003;B737-800;2015-06-07T22:00:00+00:00;129.1170960187354
2312;AD928E;B737-800;2001-10-09T22:00:00+00:00;79.65963855421687
2313;AD9645;B737-800;2001-10-26T22:00:00+00:00;123.4520905923345
2314;AD99FC;B737-800;2001-11-05T23:00:00+00:00;65.81025641025641
2315;AD9B28;B737-800;2015-07-23T22:00:00+00:00;132.7598736176935
2317;AD9EDF;B737-800;2015-08-26T22:00:00+00:00;128.6377245508982
2318;ADA16A;B737-800;2001-12-09T23:00:00+00:00;53.25
2319;ADA296;B737-800;2015-08-31T22:00:00+00:00;131.92663476874
2320;ADA521;B737-800;2009-03-08T23:00:00+00:00;126.3849855630414
2321;ADA64D;B737-800;2015-09-18T22:00:00+00:00;132.0327993897788
2322;ADA6D2;DC-9-83;1999-10-31T23:00:00+00:00;20.8
2323;ADAB31;B737-800;2009-03-16T23:00:00+00:00;128.6663326653307
2324;ADAC5D;B737-800;;127.502245508982
2325;ADACE2;DC-9-83;1999-11-06T23:00:00+00:00;19.07142857142857
2326;ADAEE8;B737-800;2009-04-06T22:00:00+00:00;124.4215775158658
2327;ADB014;B737-800;;134.3861386138614
2328;ADB29F;B737-800;2009-04-10T22:00:00+00:00;126.6790235081374
2329;ADB3CB;B737-800;;131.3829305135952
2330;ADB450;DC-9-83;1999-11-26T23:00:00+00:00;18.25
2331;ADB656;B737-800;2009-05-03T22:00:00+00:00;120.7514071294559
2332;ADB782;B737-800;;130.9021820917984
2333;ADB807;DC-9-83;1999-12-07T23:00:00+00:00;18.14545454545454
2334;ADBBBE;DC-9-83;1999-12-16T23:00:00+00:00;18.18421052631579
2335;ADC532;B737-800;2009-05-08T22:00:00+00:00;124.7292452830189
2336;ADCCA0;B737-800;2009-05-19T22:00:00+00:00;120.6082474226804
2337;ADD2B0;B737-800;2009-06-07T22:00:00+00:00;123.906629318394
2338;ADD667;B737-800;2009-06-15T22:00:00+00:00;121.4246068455134
2339;ADDA1E;B737-800;2009-06-24T22:00:00+00:00;129.7766990291262
2340;3C4826;B737-800;2001-04-30T22:00:00+00:00;109.1920768307323
2341;3C4844;B737-800;2001-12-12T23:00:00+00:00;149.2426470588235
2355;3C4891;A320-200;2007-04-09T22:00:00+00:00;76.80961182994454
2356;3C4895;A320-200;2008-05-06T22:00:00+00:00;84.56276276276276
2366;3C48CF;A320-200;2011-01-04T23:00:00+00:00;91.02425876010781
2368;3C4961;B737-800;1999-02-28T23:00:00+00:00;172.7969543147208
2370;3C496A;B737-800;2010-01-28T23:00:00+00:00;111.1502651738362
2372;3C496D;B737-800;2010-07-14T22:00:00+00:00;109.1752037252619
2373;3C496E;B737-800;2010-08-08T22:00:00+00:00;102.3615574783684
2385;3C49B1;B737-800;2013-06-04T22:00:00+00:00;110.3923831506059
2387;3C49B6;B737-800;2013-11-14T23:00:00+00:00;107.0897959183673
2390;3C49C8;A320-200;2002-03-28T23:00:00+00:00;98.78761061946902
2391;3C49C9;A320-200;2002-01-22T23:00:00+00:00;89.739092495637
2393;3C49CB;A320-200;2002-03-24T23:00:00+00:00;79.90960451977401
2394;3C49CC;A320-200;2002-09-16T22:00:00+00:00;81.27895037079293
2395;3C49CE;A320-200;2002-10-08T22:00:00+00:00;82.8942942942943
2420;3C4B45;A320-200;2008-03-17T23:00:00+00:00;78.59811985898942
2422;3C4B49;A320-200;2007-11-14T23:00:00+00:00;77.04222873900294
2424;3C4B4B;A320-200;2007-08-30T22:00:00+00:00;76.29266750948167
2425;3C4B4C;A320-200;2007-06-19T22:00:00+00:00;74.91038318912237
2426;3C4B4E;A320-200;2007-03-07T23:00:00+00:00;77.85147891755821
2431;3C6307;B737-700;2008-04-11T22:00:00+00:00;179.8251207729469
2446;C0054A;B767-300;1988-04-02T22:00:00+00:00;45.11111111111111
2447;C0054D;B767-300;1988-04-21T22:00:00+00:00;272.5500770416025
2449;C0054F;B767-300;1988-05-09T22:00:00+00:00;76.83544303797468
2450;C00821;A320-200;1991-07-16T22:00:00+00:00;93.11481481481482
2451;C0099D;A320-200;1989-10-26T23:00:00+00:00;81.23308270676692
2452;C009A2;A320-200;1989-10-22T23:00:00+00:00;27.54545454545455
2453;C009AE;A320-200;1989-11-13T23:00:00+00:00;31.4375
2454;C009B1;A320-200;1989-12-17T23:00:00+00:00;37.4054054054054
2455;C009B6;A320-200;1990-08-26T22:00:00+00:00;36.11111111111111
2456;C009CE;A320-200;1990-09-18T22:00:00+00:00;120.5488165680473
2457;C009D4;A320-200;1990-09-24T22:00:00+00:00;77.65269461077844
2458;C009D5;A320-200;1990-10-25T23:00:00+00:00;83.71527777777777
2459;C00F79;A320-200;1990-12-06T23:00:00+00:00;68.43548387096774
2460;C00F7A;A320-200;1990-12-10T23:00:00+00:00;122.651012145749
2461;C00F7D;A320-200;1991-01-03T23:00:00+00:00;124.5139475908707
2462;C00F7E;A320-200;1991-01-02T23:00:00+00:00;38.42372881355932
2464;C00FB1;EMB190-100;2000-05-10T22:00:00+00:00;82.29411764705883
2466;C010CB;A320-200;2002-04-16T22:00:00+00:00;133.7820823244552
2467;C010E4;A320-200;2003-03-04T23:00:00+00:00;126.0276923076923
2468;C010EA;A321-200;2007-02-21T23:00:00+00:00;167.9474708171206
2469;C010EC;A321-200;2009-04-16T22:00:00+00:00;167.9473684210526
2470;C010F6;A321-200;2008-02-03T23:00:00+00:00;169.9763113367174
2474;C01254;A320-200;1991-09-29T23:00:00+00:00;122.8722358722359
2475;C0125B;A320-200;1991-09-29T23:00:00+00:00;132.8586337760911
2495;C013FB;EMB190-100;2000-07-07T22:00:00+00:00;115.8181818181818
2497;C0171A;B777-300;2007-03-20T23:00:00+00:00;448.4238178633976
2498;C01723;B777-300;2007-04-20T22:00:00+00:00;440.1924460431655
2499;C01725;B777-300;2007-05-21T22:00:00+00:00;478.6920152091255
2500;C01729;B777-200;2007-06-12T22:00:00+00:00;523.5392670157069
2501;C0172E;B777-200;2007-07-16T22:00:00+00:00;529.8990990990991
2502;C01732;B777-200;2007-11-19T23:00:00+00:00;549.0017730496454
2503;C01734;B777-300;2007-06-21T22:00:00+00:00;453.3253833049404
2504;C0173A;B777-300;2007-07-10T22:00:00+00:00;494.0267857142857
2505;C0173E;B777-300;2008-03-03T23:00:00+00:00;475.886524822695
2506;C0173F;B777-300;2008-04-11T22:00:00+00:00;461.0017699115044
2507;C0174D;B777-200;2008-01-04T23:00:00+00:00;529.588768115942
2508;C0174F;B777-300;2008-04-30T22:00:00+00:00;468.2564102564103
2509;C01753;B777-300;2008-12-10T23:00:00+00:00;478.1314387211368
2510;C01754;B777-300;2009-02-02T23:00:00+00:00;473.9675675675676
2511;C01755;B777-300;2009-06-26T22:00:00+00:00;459.0683333333333
2512;C01759;B777-300;2013-05-15T22:00:00+00:00;413.7175226586103
2513;C0175A;B777-300;2013-07-18T22:00:00+00:00;422.636641221374
2514;C01AA7;A320-200;1991-10-28T23:00:00+00:00;140.5564892623716
2515;C01AAB;A320-200;1991-11-26T23:00:00+00:00;135.9913700107875
2516;C01AAE;A320-200;1992-01-07T23:00:00+00:00;141.5280151946819
2517;C01BDE;A320-200;1992-05-03T22:00:00+00:00;73.97808219178083
2518;C01C02;A320-200;1992-04-12T22:00:00+00:00;75.8544061302682
2519;C01EF3;A320-200;1991-12-12T23:00:00+00:00;87.94886363636364
2520;C01EF5;A320-200;1992-02-26T23:00:00+00:00;73.26865671641791
2521;C01F4D;EMB190-100;2000-07-06T22:00:00+00:00;92.96285714285715
2524;C0219C;A320-200;1992-10-19T23:00:00+00:00;76.18039215686275
2525;C02236;EMB190-100;2000-07-08T22:00:00+00:00;115.4018691588785
2526;C0223C;EMB190-100;2000-07-07T22:00:00+00:00;102.9760638297872
2527;C0223E;EMB190-100;2000-07-08T22:00:00+00:00;100.2070484581498
2528;C0224C;EMB190-100;2000-07-09T22:00:00+00:00;108.0583090379009
2529;C0224F;EMB190-100;2000-07-09T22:00:00+00:00;102.7480409885473
2530;C02251;EMB190-100;2000-07-09T22:00:00+00:00;96
2531;C0225D;EMB190-100;2000-07-10T22:00:00+00:00;104.0915619389587
2532;C0225E;EMB190-100;2000-07-10T22:00:00+00:00;98.7001133786848
2533;C02262;EMB190-100;2000-07-11T22:00:00+00:00;97.51825254338719
2534;C02264;EMB190-100;2000-07-11T22:00:00+00:00;100.0812720848056
2536;C0226B;EMB190-100;2000-07-31T22:00:00+00:00;100.3593842510361
2537;C0226C;EMB190-100;2000-08-01T22:00:00+00:00;185.0425531914894
2538;C023AA;B777-200;2008-01-30T23:00:00+00:00;547.6492537313433
2539;C023AE;B777-200;2008-02-17T23:00:00+00:00;544.700826446281
2540;C023B7;B777-300;2013-10-29T23:00:00+00:00;426.516129032258
2541;C023BB;B777-300;2013-11-20T23:00:00+00:00;399.2215288611545
2542;C023BD;B777-300;2014-01-29T23:00:00+00:00;424.5788643533123
2543;C0248B;A320-200;1993-01-18T23:00:00+00:00;125.5534274193548
2544;C0248C;A320-200;1993-01-24T23:00:00+00:00;35.56896551724138
2545;C0252D;B767-300;1990-05-30T22:00:00+00:00;262.1804245283019
2546;C027D1;B767-300;1989-03-27T22:00:00+00:00;277.3217993079585
2547;C027F8;A320-200;1992-06-03T22:00:00+00:00;140.6940035273369
2548;C029DC;A320-200;1991-07-04T22:00:00+00:00;129.7528735632184
2549;C029DD;A320-200;1991-02-07T23:00:00+00:00;65.9375
2550;C02CF1;B777-300;2008-06-15T22:00:00+00:00;463.8167202572347
2551;C03261;B767-300;1989-04-10T22:00:00+00:00;281.4608788853162
2552;C03325;DC-8-50;1991-02-26T23:00:00+00:00;95.64166666666667
2553;C03327;A320-200;1991-09-02T22:00:00+00:00;131.6708126036484
2554;C03328;A320-200;1991-09-11T22:00:00+00:00;127.2260273972603
2555;C03329;A320-200;1991-09-24T22:00:00+00:00;132.7700084245998
2556;C03CF1;B767-300;1990-04-04T22:00:00+00:00;250.3258026159334
2557;C03CF4;A320-200;2003-05-05T22:00:00+00:00;93.2012987012987
2558;C04053;A319-100;1997-04-27T22:00:00+00:00;114.9322278298486
2559;C0405A;A319-100;1997-05-28T22:00:00+00:00;175.1038495971352
2560;C04067;A319-100;1997-06-15T22:00:00+00:00;118.8202643171806
2561;C04076;A319-100;1997-06-26T22:00:00+00:00;111.4817374136229
2562;C043B7;A320-200;2003-11-06T23:00:00+00:00;138.7685088633994
2563;C0440E;A320-200;2003-01-20T23:00:00+00:00;98.91940298507463
2564;C04414;A319-100;1997-07-10T22:00:00+00:00;115.8212560386473
2565;C04416;A319-100;1997-08-28T22:00:00+00:00;64.02816901408451
2566;C04418;A319-100;1997-09-09T22:00:00+00:00;121.0922855082913
2567;C04647;A319-100;1997-09-23T22:00:00+00:00;117.9807005003574
2568;C04654;A319-100;1997-09-23T22:00:00+00:00;99.5328330206379
2569;C04660;A319-100;1997-10-05T22:00:00+00:00;115.9537572254335
2570;C04669;A319-100;1997-10-30T23:00:00+00:00;123.0537428023033
2571;C0480F;A319-100;1997-12-22T23:00:00+00:00;41.58783783783784
2572;C04814;A319-100;1998-01-27T23:00:00+00:00;170.4805687203792
2573;C0481D;A319-100;1998-03-31T22:00:00+00:00;101.7514450867052
2574;C04829;A319-100;1998-05-19T22:00:00+00:00;155.7510105092967
2575;C0482C;A319-100;1995-08-24T22:00:00+00:00;115.7549603174603
2576;C049E8;B767-300;1992-01-08T23:00:00+00:00;224.5602165087957
2577;C04EB6;B767-300;1991-10-20T23:00:00+00:00;229.6
2578;C050B5;B767-300;1999-09-02T22:00:00+00:00;257.5518474374255
2579;C050B9;B767-300;1999-10-18T22:00:00+00:00;230.1295681063123
2580;C051E2;A330-300;1999-06-06T22:00:00+00:00;322.8005148005148
2581;C051E4;A330-300;1999-08-29T22:00:00+00:00;330.3652058432935
2582;C051E6;A330-300;1999-09-30T22:00:00+00:00;332.0974632843792
2583;C053F6;A330-300;2000-06-14T22:00:00+00:00;322.8679867986799
2584;C0583A;A330-300;2001-03-22T23:00:00+00:00;325.1335012594458
2585;C0583F;A330-300;2001-05-27T22:00:00+00:00;324.7916137229987
2586;C05840;A330-300;2001-06-11T22:00:00+00:00;334.1253333333333
2587;C05843;B767-300;1992-07-20T22:00:00+00:00;245.0830527497194
2588;C0584D;B767-300;1992-09-21T22:00:00+00:00;253.587651598677
2589;C0584F;A330-300;2001-07-29T22:00:00+00:00;334.2451361867704
2590;C058AA;B767-300;1989-03-30T22:00:00+00:00;256.2883771929825
2591;C058BB;B787-8;2014-04-21T22:00:00+00:00;512.0072463768116
2592;C058BE;B787-8;2014-05-22T22:00:00+00:00;461.195
2593;C058BF;B787-8;2014-07-09T22:00:00+00:00;474.0289389067524
2594;C05BC6;A319-100;2001-07-20T22:00:00+00:00;174.5909961685824
2595;C05BC8;A319-100;2001-08-30T22:00:00+00:00;178.1697203471552
2596;C05BCB;A321-200;2001-11-12T23:00:00+00:00;134.5209580838323
2597;C05BCF;A321-200;2001-10-29T23:00:00+00:00;169.8120104438642
2598;C05BD2;A321-200;2001-11-01T23:00:00+00:00;39.24074074074074
2599;C05BD5;A321-200;2001-11-13T23:00:00+00:00;118.4395061728395
2600;C05BD6;A321-200;2001-11-21T23:00:00+00:00;155.3623655913979
2601;C05EA2;A320-200;2002-01-27T23:00:00+00:00;110.4814814814815
2602;C05EA6;A321-200;2002-04-02T22:00:00+00:00;131.9012658227848
2603;C05EAC;A321-200;2002-05-02T22:00:00+00:00;144.4450127877238
2604;C05EB1;A321-200;2002-05-28T22:00:00+00:00;138.241935483871
2605;C05EB6;A321-200;2002-07-03T22:00:00+00:00;126.9093567251462
2606;C05EB7;A321-200;2002-08-26T22:00:00+00:00;130.4475138121547
2607;C06080;A320-200;2002-09-05T22:00:00+00:00;91.01344086021506
2608;C06081;A320-200;2002-09-22T22:00:00+00:00;93.38274932614556
2609;C061E9;B767-300;1991-03-14T23:00:00+00:00;271.6234067207416
2610;C06E87;A320-200;1991-02-06T23:00:00+00:00;82.61006289308176
2611;C06F1D;A320-200;1991-05-01T22:00:00+00:00;95.32042253521126
2612;C07465;B767-300;1991-05-16T22:00:00+00:00;232.0626326963907
2615;E491CC;A330-200;2003-03-26T23:00:00+00:00;488.1056910569106
2616;E4908E;A330-200;2003-04-09T22:00:00+00:00;490.0219298245614
2617;E4910E;A330-200;2002-02-18T23:00:00+00:00;500.9683426443203
2618;E490D5;A330-200;2000-11-19T23:00:00+00:00;497.6073170731707
2619;E49074;A330-200;2000-10-24T22:00:00+00:00;507.0524017467249
2620;E4904C;A330-200;2003-04-03T22:00:00+00:00;506.6441048034935
2621;E48D5C;ATR72-600;;49.0284178187404
2622;E48D4A;ATR72-600;;47.02483801295897
2625;E48DAC;ATR72-600;;48.40880989180835
2628;E48E36;ATR72-600;2013-04-14T22:00:00+00:00;44.65217391304348
2629;E48E3C;ATR72-600;;48.98770176787087
2630;E48E6E;ATR72-600;;45.99401645474944
2631;E48E98;ATR72-600;;48.90844514601421
